unix,low,high,open,close,volume,date,pair
1591718400,587.69,896,587.69,682.1,9187.7112,2020-06-09T16:00:00Z,MKR-USD
1591722000,662.69,737.49,682.1,703.3999,3721.624747,2020-06-09T17:00:00Z,MKR-USD
1591725600,702.88,731.0299,703.3999,720.995,1597.989289,2020-06-09T18:00:00Z,MKR-USD
1591729200,710.0501,720.9951,720.995,711.8783,643.581105,2020-06-09T19:00:00Z,MKR-USD
1591732800,709.924,729.9263,711.9764,718.8866,791.531019,2020-06-09T20:00:00Z,MKR-USD
1591736400,702.31,721,717.3219,711.5795,852.612243,2020-06-09T21:00:00Z,MKR-USD
1591740000,710.5444,715.2069,711.6119,712,205.028681,2020-06-09T22:00:00Z,MKR-USD
1591743600,698,712,712,698,1316.983219,2020-06-09T23:00:00Z,MKR-USD
1591747200,676.6914,699.25,698,676.6914,1355.162765,2020-06-10T00:00:00Z,MKR-USD
1591750800,660.0001,680.5436,676.2924,677.0244,1483.491977,2020-06-10T01:00:00Z,MKR-USD
1591754400,675.3027,712.6943,677.0244,690.4001,2122.968401,2020-06-10T02:00:00Z,MKR-USD
1591758000,683.02,699.6959,690.4,686.25,1179.643444,2020-06-10T03:00:00Z,MKR-USD
1591761600,681.58,691.5888,686.2501,690.146,182.446855,2020-06-10T04:00:00Z,MKR-USD
1591765200,688.0001,695.54,690.1461,695.54,213.791088,2020-06-10T05:00:00Z,MKR-USD
1591768800,690,694.4607,692.9846,690.0543,100.573313,2020-06-10T06:00:00Z,MKR-USD
1591772400,690.0139,693.0234,691.6011,690.0398,78.198038,2020-06-10T07:00:00Z,MKR-USD
1591776000,688.0001,692.3528,690.0398,692.3528,49.57924,2020-06-10T08:00:00Z,MKR-USD
1591779600,689.1704,692.3562,692.3562,689.6292,74.515697,2020-06-10T09:00:00Z,MKR-USD
1591783200,691.0383,699.8,691.3508,698.7936,527.47295,2020-06-10T10:00:00Z,MKR-USD
1591786800,695.2521,701.15,699.1826,698.6478,150.237877,2020-06-10T11:00:00Z,MKR-USD
1591790400,691.9636,701.0595,699.766,693.5592,169.873456,2020-06-10T12:00:00Z,MKR-USD
1591794000,693.5609,698.109,693.8999,695.8205,108.072378,2020-06-10T13:00:00Z,MKR-USD
1591797600,686.2053,696.5356,695.8205,694.2814,623.265565,2020-06-10T14:00:00Z,MKR-USD
1591801200,689.5546,696.5271,693.5228,693.24,277.524222,2020-06-10T15:00:00Z,MKR-USD
1591804800,687.19,693.6471,692.6747,689.3781,230.2217,2020-06-10T16:00:00Z,MKR-USD
1591808400,689.4001,696.79,689.4194,689.42,247.095943,2020-06-10T17:00:00Z,MKR-USD
1591812000,686.86,697.02,689.42,689.4091,508.707548,2020-06-10T18:00:00Z,MKR-USD
1591815600,684.42,689.3817,688.1475,684.42,169.985273,2020-06-10T19:00:00Z,MKR-USD
1591819200,669.04,684.5,684.42,673.9999,970.815117,2020-06-10T20:00:00Z,MKR-USD
1591822800,672.4062,682,672.6965,678.8297,412.385813,2020-06-10T21:00:00Z,MKR-USD
1591826400,672.4848,679.6378,678.8297,672.7714,134.00835,2020-06-10T22:00:00Z,MKR-USD
1591830000,670,675.2113,672.6454,672.9996,267.013405,2020-06-10T23:00:00Z,MKR-USD
1591833600,660.5793,671.9263,671.9263,666.4421,432.852241,2020-06-11T00:00:00Z,MKR-USD
1591837200,663.1802,669.9901,666.4234,663.37,329.769069,2020-06-11T01:00:00Z,MKR-USD
1591840800,663.9,670.6812,664.4447,666.2846,231.934287,2020-06-11T02:00:00Z,MKR-USD
1591844400,667.519,676.93,667.519,673.5,324.008578,2020-06-11T03:00:00Z,MKR-USD
1591848000,668.4991,677,672.0609,676.9,138.31371,2020-06-11T04:00:00Z,MKR-USD
1591851600,672.5862,680.48,676.99,679.0901,227.472232,2020-06-11T05:00:00Z,MKR-USD
1591855200,672.42,680.48,679.3297,680.48,113.758885,2020-06-11T06:00:00Z,MKR-USD
1591858800,679.5997,687.79,679.7224,687.7301,98.355889,2020-06-11T07:00:00Z,MKR-USD
1591862400,686.9533,688.68,687.7619,688.68,100.890381,2020-06-11T08:00:00Z,MKR-USD
1591866000,687.9696,691.8712,688.68,691.8712,80.713574,2020-06-11T09:00:00Z,MKR-USD
1591869600,691.9456,697,691.9456,697,201.705797,2020-06-11T10:00:00Z,MKR-USD
1591873200,691.338,697.1467,697,691.3425,138.087833,2020-06-11T11:00:00Z,MKR-USD
1591876800,685.8439,693.6497,691.3386,692.94,183.962544,2020-06-11T12:00:00Z,MKR-USD
1591880400,686.8947,698.36,690.8611,696,427.194542,2020-06-11T13:00:00Z,MKR-USD
1591884000,692.1062,698.36,695.3001,697.0001,351.212456,2020-06-11T14:00:00Z,MKR-USD
1591887600,683.0501,699.38,697.0001,683.0504,461.967264,2020-06-11T15:00:00Z,MKR-USD
1591891200,670.3,687.0421,683.0504,670.3,789.169575,2020-06-11T16:00:00Z,MKR-USD
1591894800,664.24,750,670.3,735,4794.466875,2020-06-11T17:00:00Z,MKR-USD
1591898400,678.036,738.7864,735,685.8648,3029.029163,2020-06-11T18:00:00Z,MKR-USD
1591902000,595.359,685.86,685.86,621.403,4068.448635,2020-06-11T19:00:00Z,MKR-USD
1591905600,590,634.92,621.1901,608.9818,2799.92103,2020-06-11T20:00:00Z,MKR-USD
1591909200,599.01,643,609.1366,641,1760.317104,2020-06-11T21:00:00Z,MKR-USD
1591912800,612.7078,644.0688,640,635.8648,1106.84652,2020-06-11T22:00:00Z,MKR-USD
1591916400,602.8911,635.0446,635.0446,604.0308,506.727742,2020-06-11T23:00:00Z,MKR-USD
1591920000,586.0596,606.7959,602.891,596.8414,873.108316,2020-06-12T00:00:00Z,MKR-USD
1591923600,586.8073,618.111,594.0306,614.5539,1153.139679,2020-06-12T01:00:00Z,MKR-USD
1591927200,603.5003,616.7283,615.5548,609.2267,289.629628,2020-06-12T02:00:00Z,MKR-USD
1591930800,600.2844,616.1064,609.3685,606.3688,500.861318,2020-06-12T03:00:00Z,MKR-USD
1591934400,608.0719,617.2344,609.3112,612.9327,278.277685,2020-06-12T04:00:00Z,MKR-USD
1591938000,610.0894,615.4075,612.385,610.4686,138.184282,2020-06-12T05:00:00Z,MKR-USD
1591941600,605.5,612.2309,610.4706,605.5,392.708057,2020-06-12T06:00:00Z,MKR-USD
1591945200,604.3,611.9809,605.5,605.49,381.725112,2020-06-12T07:00:00Z,MKR-USD
1591948800,602.9,609.7765,605.3457,607.8099,267.075049,2020-06-12T08:00:00Z,MKR-USD
1591952400,603.5069,610.44,607.8099,606.42,263.208105,2020-06-12T09:00:00Z,MKR-USD
1591956000,600.13,608,606.3631,600.211,288.55384,2020-06-12T10:00:00Z,MKR-USD
1591959600,589.23,602.2917,600.7799,595.7035,898.592208,2020-06-12T11:00:00Z,MKR-USD
1591963200,591.3395,605.46,597.3223,591.3395,489.82923,2020-06-12T12:00:00Z,MKR-USD
1591966800,586.17,597.4185,591.2796,597.4185,892.039861,2020-06-12T13:00:00Z,MKR-USD
1591970400,594.4987,608.0677,596.3284,599.47,869.759018,2020-06-12T14:00:00Z,MKR-USD
1591974000,584.14,600.5498,598.7005,589.9999,1140.22211,2020-06-12T15:00:00Z,MKR-USD
1591977600,588.78,602,589.208,599.5,419.81074,2020-06-12T16:00:00Z,MKR-USD
1591981200,586.78,600.9703,597.5363,590.8,453.155807,2020-06-12T17:00:00Z,MKR-USD
1591984800,588.078,600.1122,591.2199,594.9628,428.389639,2020-06-12T18:00:00Z,MKR-USD
1591988400,593.1535,599.9995,598.5908,596.7389,299.906812,2020-06-12T19:00:00Z,MKR-USD
1591992000,588.7891,596.0958,596.0958,590.4776,302.311873,2020-06-12T20:00:00Z,MKR-USD
1591995600,588.17,592.926,591.8913,588.6003,142.326376,2020-06-12T21:00:00Z,MKR-USD
1591999200,588.6016,594.529,589.646,592.1536,99.993902,2020-06-12T22:00:00Z,MKR-USD
1592002800,589.0002,596.3357,594.5168,591.4373,180.611463,2020-06-12T23:00:00Z,MKR-USD
1592006400,589.33,597.54,591.4373,591.925,320.457723,2020-06-13T00:00:00Z,MKR-USD
1592010000,589.8061,596.54,591.925,596.54,236.807705,2020-06-13T01:00:00Z,MKR-USD
1592013600,591.3708,597,596.0199,592.0498,102.29226,2020-06-13T02:00:00Z,MKR-USD
1592017200,589.0181,592.7645,592.0657,589.4663,136.471982,2020-06-13T03:00:00Z,MKR-USD
1592020800,588.9801,594.9997,589.4276,593.5704,172.803709,2020-06-13T04:00:00Z,MKR-USD
1592024400,588.01,593.4859,593.4859,588.0101,104.945623,2020-06-13T05:00:00Z,MKR-USD
1592028000,587.83,590.8675,588.01,587.8791,188.525643,2020-06-13T06:00:00Z,MKR-USD
1592031600,586.04,589.317,587.8791,586.3235,115.981554,2020-06-13T07:00:00Z,MKR-USD
